Report Title
ZONE_Zone 1C,,,,,,,,,,,,,,
Conditions at Time of Space Cooling Peak,,,,,,,,,,,,Conditions at Time of Space Heating Peak
,Peak Time (Mo/D/H:M),,,7/21 17:00:00,,,,,,,,,Peak Time (Mo/D/H:M),,,1/21 24:00:00
,Outside,DB / WB / HR,,87.2,°F,/,71.9,°F,/,94.4,gr/lb,,Outside,DB / WB / HR,,10.7,°F,/,7.4,°F,/,3.5,gr/lb
,Zone,DB / RH / HR,,75.0,°F,/,48.3,%,/,63.2,gr/lb,,Zone,DB / RH / HR,,70.0,°F,/,4.1,%,/,4.5,gr/lb
,Supply Air Dry Bulb Temp,,,58.0,°F,,,,,,,,Supply Air Dry Bulb Temp,,,75.7,°F,,,,,,,Cooling Airflows
Other Floor,,,0,0,,0,,,0,,0.0,Other Floor,,,0,0,,0,,,0,,0.0,Calculated Ventilation cfm,,58
Infiltration,,,2,0,,3,,,4,,0.1,Infiltration,,,-9,0,,0,,,-9,,0.4,Calculated Ventilation ACH,,0.41
Envelope Subtotal,,,2,"2,149",,3,,,"2,153",,-,Envelope Subtotal,,,-9,"-1,831",,0,,,"-1,840",,-,Infiltration cfm,0
People,,,106,168,,247,,,522,,6.5,People,,,0,0,,0,,,0,,0.0,Min Stop/RH (%),100
Lights,,,639,"1,201",,0,,,"1,839",,23.0,Lights,,,0,0,,0,,,0,,0.0
Miscellaneous Loads,,,"1,355","1,200",,43,,,"2,598",,32.4,Miscellaneous Loads,,,0,0,,0,,,0,,0.0,Areas
Internal Subtotal,,,"2,100","2,568",,291,,,"4,958",,-,Internal Subtotal,,,0,0,,0,,,0,,-, ft²
RA (All Other),,,0,0,,0,,,0,,0.0,RA (All Other),,,0,0,,0,,,0,,0.0,Roof,0
DOA Direct to Zone,,,0,0,,0,,,0,,0.0,DOA Direct to Zone,,,0,0,,0,,,0,,0.0
Ceiling,,,0,171,,0,,,171,,2.1,Ceiling,,,0,-478,,0,,,-478,,20.6,Other Roof,0
Refrigeration,,,0,0,,0,,,0,,0.0,Refrigeration,,,0,0,,0,,,0,,0.0,Ceiling,"1,423"
Service Water,,,0,0,,0,,,0,,0.0,Service Water,,,0,0,,0,,,0,,0.0,Window,0
HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,Door,0
Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0,Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0
Sizing Factor Correction,,,0,0,,0,,,0,,0.0,Sizing Factor Correction,,,0,0,,0,,,0,,0.0,Wall,0
Time Delay Correction,,,0,-5,,0,,,-5,,-0.1,Time Delay Correction,,,0,-1,,0,,,-1,,0.1,Below-Grade Wall,0
Grand Total,,,"2,101","4,884",,293,,,"7,278",,100.0,Grand Total,,,-9,"-2,310",,0,,,"-2,319",,100.0,Other Wall,0
RA Sensible (Lights),,,733,0,,0,,,733,,-,RA Sensible (Lights),,,0,0,,0,,,0,,-,Partition,"3,888"
,,,,,,,,,,,,,,,,,,,,,,,,Exterior Floor,0
,,,,,,,,,,,,,,,,,,,,,,,,Internal Floor,"1,422"
,,,,,,,,,,,,,,,,,,,,,,,,Slab,0
Engineering Checks For Cooling,,,,,,,,,,,,Engineering Checks For Heating,,,,,,,,,,,,Other Floor,"1,422"
Cooling tons,,0.61,,No People(max),,,,,1.02,,,Heating Mbh,,-2.32,,No People(max),,,,,1.02
%OA,,15,,People per 1000 ft²,,,,,1,,,%OA,,15,,People per 1000 ft²,,,,,1
cfm/ft²,,0.36,,Volume (ft³),,,,,"8,467.0",,,cfm/ft²,,0.36,,Volume (ft³),,,,,"8,467.0"
cfm/ton,,622.69,,,,,,,,,,cfm/Mbh,,-162.88
ft²/ton,,"1,724.81",,,,,,,,,,ft²/Mbh,,-451.09
Btu/h-ft²,,6.96,,,,,,,,,,Btu/h-ft²,,-2.22
ZONE_Zone 1E,,,,,,,,,,,,,,
Conditions at Time of Space Cooling Peak,,,,,,,,,,,,Conditions at Time of Space Heating Peak
,Peak Time (Mo/D/H:M),,,7/21 09:00:00,,,,,,,,,Peak Time (Mo/D/H:M),,,1/21 24:00:00
,Outside,DB / WB / HR,,79.4,°F,/,69.6,°F,/,94.4,gr/lb,,Outside,DB / WB / HR,,10.7,°F,/,7.4,°F,/,3.5,gr/lb
,Zone,DB / RH / HR,,75.0,°F,/,48.7,%,/,63.7,gr/lb,,Zone,DB / RH / HR,,70.0,°F,/,4.1,%,/,4.4,gr/lb
,Supply Air Dry Bulb Temp,,,56.5,°F,,,,,,,,Supply Air Dry Bulb Temp,,,78.3,°F,,,,,,,Cooling Airflows
,,,,,,,,,,,,,,,,,,,,,,,,Main Fan cfm,"1,429"
,,,,Time,,,,,,,Percent,,,,,Time,,,,,,,Percent,Cooling ACH,9.14
,,,Instant,Delay,,,,,,,of,,,,Instant,Delay,,,,,,,of,Sec Fan cfm,0
,,,Sensible,Sensible,,Latent,,,Total,,Total,,,,Sensible,Sensible,,Latent,,,Total,,Total,Input Ventilation cfm,199
,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),Calculated Ventilation cfm,,199
Roof,,,0,0,,0,,,0,,0.0,Roof,,,0,0,,0,,,0,,0.0,Calculated Ventilation ACH,,1.27
Other Roof,,,0,0,,0,,,0,,0.0,Other Roof,,,0,0,,0,,,0,,0.0,Infiltration cfm,22
Glass,,,"8,169","17,265",,0,,,"25,434",,76.1,Glass,,,"-8,698",0,,0,,,"-8,698",,68.2,Min Stop/RH (%),100
Door,,,0,0,,0,,,0,,0.0,Door,,,0,0,,0,,,0,,0.0
Wall,,,0,-578,,0,,,-578,,-1.7,Wall,,,0,"-2,981",,0,,,"-2,981",,23.4,Heating Airflows
Below-Grade Wall,,,0,0,,0,,,0,,0.0,Below-Grade Wall,,,0,0,,0,,,0,,0.0
Other Wall,,,0,0,,0,,,0,,0.0,Other Wall,,,0,0,,0,,,0,,0.0,Main Fan cfm,"1,429"
Partition,,,0,"-2,386",,0,,,"-2,386",,-7.1,Partition,,,0,586,,0,,,586,,-4.6,Heating ACH,9.14
Exterior Floor,,,0,0,,0,,,0,,0.0,Exterior Floor,,,0,0,,0,,,0,,0.0,Sec Fan cfm,0
Interior Floor,,,0,"-3,409",,0,,,"-3,409",,-10.2,Interior Floor,,,0,"1,041",,0,,,"1,041",,-8.2,Input Ventilation cfm,199
Slab,,,0,0,,0,,,0,,0.0,Slab,,,0,0,,0,,,0,,0.0
Other Floor,,,0,0,,0,,,0,,0.0,Other Floor,,,0,0,,0,,,0,,0.0,Calculated Ventilation cfm,,199
Infiltration,,,104,0,,460,,,563,,1.7,Infiltration,,,"-1,576",0,,0,,,"-1,592",,12.5,Calculated Ventilation ACH,,1.27
Envelope Subtotal,,,"8,272","10,893",,460,,,"19,625",,-,Envelope Subtotal,,,"-10,275","-1,353",,0,,,"-11,643",,-,Infiltration cfm,22
People,,,"1,908","2,938",,"3,026",,,"7,872",,23.5,People,,,0,0,,0,,,0,,0.0,Min Stop/RH (%),100
Lights,,,862,"1,363",,0,,,"2,225",,6.7,Lights,,,0,35,,0,,,35,,-0.3
Miscellaneous Loads,,,"1,929","2,085",,250,,,"4,264",,12.7,Miscellaneous Loads,,,0,0,,0,,,0,,0.0,Areas
Internal Subtotal,,,"4,699","6,386",,"3,275",,,"14,361",,-,Internal Subtotal,,,0,35,,0,,,35,,-, ft²
RA (All Other),,,0,0,,0,,,0,,0.0,RA (All Other),,,0,0,,0,,,0,,0.0,Roof,0
DOA Direct to Zone,,,0,0,,0,,,0,,0.0,DOA Direct to Zone,,,0,0,,0,,,0,,0.0
Ceiling,,,0,"-1,035",,0,,,"-1,035",,-3.1,Ceiling,,,0,-756,,0,,,-756,,5.9,Other Roof,0
Refrigeration,,,0,0,,0,,,0,,0.0,Refrigeration,,,0,0,,0,,,0,,0.0,Ceiling,"1,441"
Service Water,,,0,0,,0,,,0,,0.0,Service Water,,,0,0,,0,,,0,,0.0,Window,305
HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,HVAC Equipment Losses,,,0,0,,0,,,0,,0.0
Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0,Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0,Door,0
Sizing Factor Correction,,,0,0,,0,,,0,,0.0,Sizing Factor Correction,,,0,0,,0,,,0,,0.0,Wall,782
Time Delay Correction,,,0,-497,,0,,,-497,,-1.5,Time Delay Correction,,,0,-381,,0,,,-381,,3.0,Below-Grade Wall,0
Grand Total,,,"12,972","15,747",,"3,735",,,"32,454",,100.0,Grand Total,,,"-10,275","-2,455",,0,,,"-12,746",,100.0,Other Wall,782
RA Sensible (Lights),,,990,0,,0,,,990,,-,RA Sensible (Lights),,,0,0,,0,,,0,,-,Partition,"2,314"
,,,,,,,,,,,,,,,,,,,,,,,,Exterior Floor,0
,,,,,,,,,,,,,,,,,,,,,,,,Internal Floor,"1,441"
,,,,,,,,,,,,,,,,,,,,,,,,Slab,0
Engineering Checks For Cooling,,,,,,,,,,,,Engineering Checks For Heating,,,,,,,,,,,,Other Floor,"1,441"
Cooling tons,,2.70,,No People(max),,,,,19.47,,,Heating Mbh,,-12.75,,No People(max),,,,,19.47
%OA,,14,,People per 1000 ft²,,,,,17,,,%OA,,14,,People per 1000 ft²,,,,,17
cfm/ft²,,1.22,,Volume (ft³),,,,,"9,378.9",,,cfm/ft²,,1.22,,Volume (ft³),,,,,"9,378.9"
cfm/ton,,528.18,,,,,,,,,,cfm/Mbh,,-112.10
ft²/ton,,431.76,,,,,,,,,,ft²/Mbh,,-91.61
Btu/h-ft²,,27.79,,,,,,,,,,Btu/h-ft²,,-10.92
ZONE_Zone 1N,,,,,,,,,,,,,,
Conditions at Time of Space Cooling Peak,,,,,,,,,,,,Conditions at Time of Space Heating Peak
,Peak Time (Mo/D/H:M),,,7/21 17:00:00,,,,,,,,,Peak Time (Mo/D/H:M),,,1/21 24:00:00
,Outside,DB / WB / HR,,87.2,°F,/,71.9,°F,/,94.4,gr/lb,,Outside,DB / WB / HR,,10.7,°F,/,7.4,°F,/,3.5,gr/lb
,Zone,DB / RH / HR,,75.0,°F,/,48.2,%,/,63.1,gr/lb,,Zone,DB / RH / HR,,70.0,°F,/,4.1,%,/,4.4,gr/lb
,Supply Air Dry Bulb Temp,,,55.0,°F,,,,,,,,Supply Air Dry Bulb Temp,,,85.8,°F,,,,,,,Cooling Airflows
,,,,,,,,,,,,,,,,,,,,,,,,Main Fan cfm,824
,,,,Time,,,,,,,Percent,,,,,Time,,,,,,,Percent,Cooling ACH,6.91
,,,Instant,Delay,,,,,,,of,,,,Instant,Delay,,,,,,,of,Sec Fan cfm,0
,,,Sensible,Sensible,,Latent,,,Total,,Total,,,,Sensible,Sensible,,Latent,,,Total,,Total,Input Ventilation cfm,148
,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),Calculated Ventilation cfm,,148
Roof,,,0,14,,0,,,14,,0.1,Roof,,,0,-42,,0,,,-42,,0.3,Calculated Ventilation ACH,,1.24
Other Roof,,,0,0,,0,,,0,,0.0,Other Roof,,,0,0,,0,,,0,,0.0,Infiltration cfm,11
Glass,,,"2,730","4,964",,0,,,"7,694",,35.9,Glass,,,"-6,652",0,,0,,,"-6,652",,47.8,Min Stop/RH (%),100
Door,,,0,0,,0,,,0,,0.0,Door,,,0,0,,0,,,0,,0.0
Wall,,,0,361,,0,,,361,,1.7,Wall,,,0,"-3,679",,0,,,"-3,679",,26.4,Heating Airflows
Below-Grade Wall,,,0,0,,0,,,0,,0.0,Below-Grade Wall,,,0,0,,0,,,0,,0.0
Other Wall,,,0,0,,0,,,0,,0.0,Other Wall,,,0,0,,0,,,0,,0.0,Main Fan cfm,824
Partition,,,0,-686,,0,,,-686,,-3.2,Partition,,,0,234,,0,,,234,,-1.7,Heating ACH,6.91
Exterior Floor,,,0,0,,0,,,0,,0.0,Exterior Floor,,,0,0,,0,,,0,,0.0,Sec Fan cfm,0
Interior Floor,,,0,"-1,678",,0,,,"-1,678",,-7.8,Interior Floor,,,0,919,,0,,,919,,-6.6,Input Ventilation cfm,148
Slab,,,0,0,,0,,,0,,0.0,Slab,,,0,0,,0,,,0,,0.0
Other Floor,,,0,0,,0,,,0,,0.0,Other Floor,,,0,0,,0,,,0,,0.0,Calculated Ventilation cfm,,148
Infiltration,,,143,0,,233,,,376,,1.8,Infiltration,,,-803,0,,0,,,-811,,5.8,Calculated Ventilation ACH,,1.24
Envelope Subtotal,,,"2,873","2,975",,233,,,"6,081",,-,Envelope Subtotal,,,"-7,456","-2,568",,0,,,"-10,032",,-,Infiltration cfm,11
People,,,"1,559","2,540",,"2,497",,,"6,596",,30.8,People,,,0,0,,0,,,0,,0.0,Min Stop/RH (%),100
Lights,,,730,"1,231",,0,,,"1,960",,9.1,Lights,,,0,0,,0,,,0,,0.0
Miscellaneous Loads,,,"1,582","1,156",,0,,,"2,737",,12.8,Miscellaneous Loads,,,0,0,,0,,,0,,0.0,Areas
Internal Subtotal,,,"3,870","4,926",,"2,497",,,"11,294",,-,Internal Subtotal,,,0,0,,0,,,0,,-, ft²
RA (All Other),,,0,0,,0,,,0,,0.0,RA (All Other),,,0,0,,0,,,0,,0.0
DOA Direct to Zone,,,0,0,,0,,,0,,0.0,DOA Direct to Zone,,,0,0,,0,,,0,,0.0,Roof,27
Ceiling,,,0,-266,,0,,,-266,,-1.2,Ceiling,,,0,-687,,0,,,-687,,4.9,Other Roof,27
Refrigeration,,,0,0,,0,,,0,,0.0,Refrigeration,,,0,0,,0,,,0,,0.0,Ceiling,"1,003"
Service Water,,,0,0,,0,,,0,,0.0,Service Water,,,0,0,,0,,,0,,0.0,Window,219
HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,Door,0
Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0,Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0
Sizing Factor Correction,,,"3,712",0,,0,,,"3,712",,17.3,Sizing Factor Correction,,,"-2,886",0,,0,,,"-2,886",,20.7,Wall,815
Time Delay Correction,,,0,-209,,0,,,-209,,-1.0,Time Delay Correction,,,0,-310,,0,,,-310,,2.2,Below-Grade Wall,0
Grand Total,,,"10,455","7,426",,"2,730",,,"20,612",,100.0,Grand Total,,,"-10,342","-3,565",,0,,,"-13,915",,100.0,Other Wall,815
RA Sensible (Lights),,,838,0,,0,,,838,,-,RA Sensible (Lights),,,0,0,,0,,,0,,-,Partition,"1,425"
,,,,,,,,,,,,,,,,,,,,,,,,Exterior Floor,0
,,,,,,,,,,,,,,,,,,,,,,,,Internal Floor,"1,030"
,,,,,,,,,,,,,,,,,,,,,,,,Slab,0
Engineering Checks For Cooling,,,,,,,,,,,,Engineering Checks For Heating,,,,,,,,,,,,Other Floor,"1,030"
Cooling tons,,1.72,,No People(max),,,,,15.86,,,Heating Mbh,,-13.92,,No People(max),,,,,15.86
%OA,,18,,People per 1000 ft²,,,,,19,,,%OA,,18,,People per 1000 ft²,,,,,19
cfm/ft²,,0.77,,Volume (ft³),,,,,"7,159.7",,,cfm/ft²,,0.77,,Volume (ft³),,,,,"7,159.7"
cfm/ton,,479.84,,,,,,,,,,cfm/Mbh,,-59.24
ft²/ton,,491.17,,,,,,,,,,ft²/Mbh,,-60.63
Btu/h-ft²,,24.43,,,,,,,,,,Btu/h-ft²,,-16.49
ZONE_Zone 1S,,,,,,,,,,,,,,
Conditions at Time of Space Cooling Peak,,,,,,,,,,,,Conditions at Time of Space Heating Peak
,Peak Time (Mo/D/H:M),,,9/21 15:00:00,,,,,,,,,Peak Time (Mo/D/H:M),,,1/21 24:00:00
,Outside,DB / WB / HR,,81.2,°F,/,67.1,°F,/,77.8,gr/lb,,Outside,DB / WB / HR,,10.7,°F,/,7.4,°F,/,3.5,gr/lb
,Zone,DB / RH / HR,,75.0,°F,/,47.4,%,/,62.0,gr/lb,,Zone,DB / RH / HR,,70.0,°F,/,4.1,%,/,4.4,gr/lb
,Supply Air Dry Bulb Temp,,,58.1,°F,,,,,,,,Supply Air Dry Bulb Temp,,,83.8,°F,,,,,,,Cooling Airflows
,,,,,,,,,,,,,,,,,,,,,,,,Main Fan cfm,796
,,,,Time,,,,,,,Percent,,,,,Time,,,,,,,Percent,Cooling ACH,8.12
,,,Instant,Delay,,,,,,,of,,,,Instant,Delay,,,,,,,of,Sec Fan cfm,0
,,,Sensible,Sensible,,Latent,,,Total,,Total,,,,Sensible,Sensible,,Latent,,,Total,,Total,Input Ventilation cfm,44
,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),Calculated Ventilation cfm,,44
Roof,,,0,51,,0,,,51,,0.3,Roof,,,0,-45,,0,,,-45,,0.4,Calculated Ventilation ACH,,0.45
Other Roof,,,0,0,,0,,,0,,0.0,Other Roof,,,0,0,,0,,,0,,0.0,Infiltration cfm,8
Glass,,,"3,795","6,575",,0,,,"10,370",,65.1,Glass,,,"-5,713",0,,0,,,"-5,713",,48.7,Min Stop/RH (%),100
Door,,,0,0,,0,,,0,,0.0,Door,,,0,0,,0,,,0,,0.0
Wall,,,0,-378,,0,,,-378,,-2.4,Wall,,,0,"-3,144",,0,,,"-3,144",,26.8,Heating Airflows
Below-Grade Wall,,,0,0,,0,,,0,,0.0,Below-Grade Wall,,,0,0,,0,,,0,,0.0
Other Wall,,,0,0,,0,,,0,,0.0,Other Wall,,,0,0,,0,,,0,,0.0,Main Fan cfm,796
Partition,,,0,-545,,0,,,-545,,-3.4,Partition,,,0,191,,0,,,191,,-1.6,Heating ACH,8.12
Exterior Floor,,,0,0,,0,,,0,,0.0,Exterior Floor,,,0,0,,0,,,0,,0.0,Sec Fan cfm,0
Interior Floor,,,0,"-1,705",,0,,,"-1,705",,-10.7,Interior Floor,,,0,795,,0,,,795,,-6.8,Input Ventilation cfm,44
Slab,,,0,0,,0,,,0,,0.0,Slab,,,0,0,,0,,,0,,0.0
Other Floor,,,0,0,,0,,,0,,0.0,Other Floor,,,0,0,,0,,,0,,0.0,Calculated Ventilation cfm,,44
Infiltration,,,55,0,,90,,,144,,0.9,Infiltration,,,-601,0,,0,,,-607,,5.2,Calculated Ventilation ACH,,0.45
Envelope Subtotal,,,"3,850","3,998",,90,,,"7,938",,-,Envelope Subtotal,,,"-6,315","-2,202",,0,,,"-8,523",,-,Infiltration cfm,8
People,,,395,601,,658,,,"1,654",,10.4,People,,,0,0,,0,,,0,,0.0,Min Stop/RH (%),100
Lights,,,532,869,,0,,,"1,401",,8.8,Lights,,,0,0,,0,,,0,,0.0
Miscellaneous Loads,,,"1,248",885,,0,,,"2,133",,13.4,Miscellaneous Loads,,,0,0,,0,,,0,,0.0,Areas
Internal Subtotal,,,"2,176","2,354",,658,,,"5,188",,-,Internal Subtotal,,,0,0,,0,,,0,,-, ft²
RA (All Other),,,0,0,,0,,,0,,0.0,RA (All Other),,,0,0,,0,,,0,,0.0
DOA Direct to Zone,,,0,0,,0,,,0,,0.0,DOA Direct to Zone,,,0,0,,0,,,0,,0.0,Roof,29
Ceiling,,,0,-591,,0,,,-591,,-3.7,Ceiling,,,0,-564,,0,,,-564,,4.8,Other Roof,29
Refrigeration,,,0,0,,0,,,0,,0.0,Refrigeration,,,0,0,,0,,,0,,0.0,Ceiling,796
Service Water,,,0,0,,0,,,0,,0.0,Service Water,,,0,0,,0,,,0,,0.0,Window,198
HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,Door,0
Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0,Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0
Sizing Factor Correction,,,"2,969",0,,0,,,"2,969",,18.6,Sizing Factor Correction,,,"-2,388",0,,0,,,"-2,388",,20.4,Wall,709
Time Delay Correction,,,0,-185,,0,,,-185,,-1.2,Time Delay Correction,,,0,-249,,0,,,-249,,2.1,Below-Grade Wall,0
Grand Total,,,"8,995","5,576",,748,,,"15,319",,100.0,Grand Total,,,"-8,703","-3,015",,0,,,"-11,724",,100.0,Other Wall,709
RA Sensible (Lights),,,611,0,,0,,,611,,-,RA Sensible (Lights),,,0,0,,0,,,0,,-,Partition,"1,076"
,,,,,,,,,,,,,,,,,,,,,,,,Exterior Floor,0
,,,,,,,,,,,,,,,,,,,,,,,,Internal Floor,825
,,,,,,,,,,,,,,,,,,,,,,,,Slab,0
Engineering Checks For Cooling,,,,,,,,,,,,Engineering Checks For Heating,,,,,,,,,,,,Other Floor,825
Cooling tons,,1.28,,No People(max),,,,,3.97,,,Heating Mbh,,-11.72,,No People(max),,,,,3.97
%OA,,6,,People per 1000 ft²,,,,,6,,,%OA,,6,,People per 1000 ft²,,,,,6
cfm/ft²,,0.93,,Volume (ft³),,,,,"5,884.8",,,cfm/ft²,,0.93,,Volume (ft³),,,,,"5,884.8"
cfm/ton,,623.05,,,,,,,,,,cfm/Mbh,,-67.86
ft²/ton,,533.69,,,,,,,,,,ft²/Mbh,,-58.11
Btu/h-ft²,,22.48,,,,,,,,,,Btu/h-ft²,,-17.21
ZONE_Zone 1W,,,,,,,,,,,,,,
Conditions at Time of Space Cooling Peak,,,,,,,,,,,,Conditions at Time of Space Heating Peak
,Peak Time (Mo/D/H:M),,,7/21 17:00:00,,,,,,,,,Peak Time (Mo/D/H:M),,,1/21 24:00:00
,Outside,DB / WB / HR,,87.2,°F,/,71.9,°F,/,94.4,gr/lb,,Outside,DB / WB / HR,,10.7,°F,/,7.4,°F,/,3.5,gr/lb
,Zone,DB / RH / HR,,75.0,°F,/,47.0,%,/,61.5,gr/lb,,Zone,DB / RH / HR,,70.0,°F,/,4.1,%,/,4.5,gr/lb
,Supply Air Dry Bulb Temp,,,58.4,°F,,,,,,,,Supply Air Dry Bulb Temp,,,75.0,°F,,,,,,,Cooling Airflows
,,,,,,,,,,,,,,,,,,,,,,,,Main Fan cfm,"4,137"
,,,,Time,,,,,,,Percent,,,,,Time,,,,,,,Percent,Cooling ACH,19.10
,,,Instant,Delay,,,,,,,of,,,,Instant,Delay,,,,,,,of,Sec Fan cfm,0
,,,Sensible,Sensible,,Latent,,,Total,,Total,,,,Sensible,Sensible,,Latent,,,Total,,Total,Input Ventilation cfm,169
,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),Calculated Ventilation cfm,,169
Roof,,,0,0,,0,,,0,,0.0,Roof,,,0,0,,0,,,0,,0.0,Calculated Ventilation ACH,,0.78
Other Roof,,,0,0,,0,,,0,,0.0,Other Roof,,,0,0,,0,,,0,,0.0,Infiltration cfm,23
Glass,,,"9,272","19,007",,0,,,"28,279",,36.0,Glass,,,"-12,065",0,,0,,,"-12,065",,67.5,Min Stop/RH (%),100
Door,,,0,0,,0,,,0,,0.0,Door,,,0,0,,0,,,0,,0.0
Wall,,,0,-437,,0,,,-437,,-0.6,Wall,,,0,"-4,056",,0,,,"-4,056",,22.7,Heating Airflows
Below-Grade Wall,,,0,0,,0,,,0,,0.0,Below-Grade Wall,,,0,0,,0,,,0,,0.0
Other Wall,,,0,0,,0,,,0,,0.0,Other Wall,,,0,0,,0,,,0,,0.0,Main Fan cfm,"4,137"
Partition,,,0,"-2,488",,0,,,"-2,488",,-3.2,Partition,,,0,684,,0,,,684,,-3.8,Heating ACH,19.10
Exterior Floor,,,0,0,,0,,,0,,0.0,Exterior Floor,,,0,0,,0,,,0,,0.0,Sec Fan cfm,0
Interior Floor,,,0,"-2,721",,0,,,"-2,721",,-3.5,Interior Floor,,,0,"1,386",,0,,,"1,386",,-7.8,Input Ventilation cfm,169
Slab,,,0,0,,0,,,0,,0.0,Slab,,,0,0,,0,,,0,,0.0
Other Floor,,,0,0,,0,,,0,,0.0,Other Floor,,,0,0,,0,,,0,,0.0,Calculated Ventilation cfm,,169
Infiltration,,,295,0,,505,,,800,,1.0,Infiltration,,,"-1,656",0,,0,,,"-1,672",,9.4,Calculated Ventilation ACH,,0.78
Envelope Subtotal,,,"9,567","13,360",,505,,,"23,432",,-,Envelope Subtotal,,,"-13,721","-1,986",,0,,,"-15,724",,-,Infiltration cfm,23
People,,,"1,235","2,164",,"1,954",,,"5,353",,6.8,People,,,0,0,,0,,,0,,0.0,Min Stop/RH (%),100
Lights,,,"1,305","2,349",,0,,,"3,654",,4.7,Lights,,,0,0,,0,,,0,,0.0
Miscellaneous Loads,,,"44,018","2,393",,0,,,"46,411",,59.1,Miscellaneous Loads,,,0,0,,0,,,0,,0.0,Areas
Internal Subtotal,,,"46,558","6,907",,"1,954",,,"55,419",,-,Internal Subtotal,,,0,0,,0,,,0,,-, ft²
RA (All Other),,,0,0,,0,,,0,,0.0,RA (All Other),,,0,0,,0,,,0,,0.0,Roof,0
